IDPOL,INIVIG,Año,Mes,Tipo,Sexo_Titular,Sexo_Adjunto,ECON_Titular,ECON_Adjunto,Status_Titular,Status_Adjunto,PROD,SAF,SAD,CREC,%CREC,COB,PAG,DIV,MON,SIT,F_GAR
17702,05/10/2024,2024,10,Último Superviviente,M,F,27,36,NFD,NFD,DM,423150,423150,NA,NA,25,25,SI,MXN,Normal,NA
17701,05/10/2024,2024,10,Individual,F,M,29,28,NFND,FND,T,174950,NA,NA,NA,15,15,NA,MXN,Normal,NA
17700,05/10/2024,2024,10,Individual,F,M,47,47,NFND,FD,DM,1190910,1190910,NA,NA,15,13,SI,UDI,Normal,NA
17699,05/10/2024,2024,10,Individual,F,M,40,46,FND,FD,T,151260,NA,NA,NA,20,20,NA,UDI,Normal,NA
17698,05/10/2024,2024,10,Individual,M,F,45,45,FND,FND,V,653460,NA,NA,NA,NA,59,NA,MXN,Normal,NA
17697,05/10/2024,2024,10,Individual,F,M,53,53,NFND,NFND,T,407190,NA,NA,NA,25,25,NA,MXN,Normal,NA
17693,05/10/2024,2024,10,Individual,F,M,53,51,NFND,NFND,T,85350,NA,NA,NA,10,1,NA,MXN,Normal,NA
17695,05/10/2024,2024,10,Individual,M,F,36,33,NFND,FD,T,153430,NA,NA,NA,5,3,NA,MXN,Normal,NA
17704,05/10/2024,2024,10,Vida Conjunta,F,F,44,34,NFND,FND,DM,1198880,1198880,NA,NA,10,8,SI,MXN,Normal,NA
17692,05/10/2024,2024,10,Individual,M,F,39,34,NFND,NFND,DM,2561430,2561430,NA,NA,5,5,SI,MXN,Normal,NA
17691,05/10/2024,2024,10,Último Superviviente,M,F,52,52,FD,FD,T,1120950,NA,NA,NA,15,15,NA,MXN,Normal,NA
17690,05/10/2024,2024,10,Individual,M,F,41,41,NFND,NFND,T,481300,NA,NA,NA,10,3,NA,MXN,Normal,NA
17689,05/10/2024,2024,10,Individual,F,M,49,57,NFND,FND,V,278180,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17688,05/10/2024,2024,10,Individual,M,F,37,44,FND,FND,T,1933830,NA,NA,NA,10,10,NA,MXN,Normal,NA
17696,05/10/2024,2024,10,Individual,F,F,41,41,NFD,NFD,T,209010,NA,NA,NA,20,20,NA,MXN,Normal,NA
17711,06/10/2024,2024,10,Vida Conjunta,M,M,38,37,FND,NFND,DM,1610790,1531010,NA,NA,10,4,SI,MXN,Normal,NA
17710,06/10/2024,2024,10,Individual,M,F,47,47,NFND,FND,DM,70280,70280,NA,NA,15,15,SI,MXN,Normal,NA
17712,06/10/2024,2024,10,Vida Conjunta,M,M,38,48,NFND,NFD,T,4075910,NA,NA,NA,10,10,NA,MXN,Normal,NA
17709,06/10/2024,2024,10,Último Superviviente,M,F,43,44,NFD,NFD,T,376130,NA,FIJO,0.046,15,8,NA,MXN,Normal,NA
17707,06/10/2024,2024,10,Último Superviviente,F,M,30,30,FND,FND,DM,264360,264360,NA,NA,20,20,SI,MXN,Normal,NA
17706,06/10/2024,2024,10,Individual,F,M,40,39,FND,NFD,DM,1004030,1004030,NA,NA,5,5,SI,MXN,Normal,NA
17705,06/10/2024,2024,10,Vida Conjunta,M,F,30,36,NFND,NFND,T,503240,NA,NA,NA,20,20,NA,MXN,Normal,NA
17708,06/10/2024,2024,10,Individual,M,M,24,25,FND,FD,T,1564070,NA,FIJO,0.017,15,15,NA,UDI,Normal,NA
17734,07/10/2024,2024,10,Último Superviviente,M,F,54,53,FND,FND,V,131070,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17735,07/10/2024,2024,10,Vida Conjunta,M,M,40,40,NFND,FND,V,459930,NA,NA,NA,NA,13,NA,MXN,Normal,NA
17733,07/10/2024,2024,10,Vida Conjunta,M,F,41,36,NFD,FD,DM,794770,734340,NA,NA,10,9,SI,MXN,Normal,NA
17732,07/10/2024,2024,10,Individual,M,F,47,47,NFD,FND,T,1949770,NA,NA,NA,10,10,NA,MXN,Normal,NA
17731,07/10/2024,2024,10,Vida Conjunta,M,M,40,45,FND,NFND,T,489010,NA,NA,NA,20,19,NA,MXN,Normal,NA
17730,07/10/2024,2024,10,Vida Conjunta,F,M,50,44,FND,FND,DM,844620,844620,NA,NA,25,22,SI,MXN,Normal,NA
17729,07/10/2024,2024,10,Individual,F,F,30,30,NFND,NFND,DM,78830,Última,VARIABLE,0.023,5,2,SI,MXN,Prórrogado,2025-10-07
17728,07/10/2024,2024,10,Vida Conjunta,M,F,31,34,FD,NFD,T,735600,NA,NA,NA,5,5,NA,USD,Normal,NA
17727,07/10/2024,2024,10,Individual,M,F,49,49,FND,FND,V,814180,NA,NA,NA,NA,55,NA,MXN,Normal,NA
17726,07/10/2024,2024,10,Individual,M,F,55,57,FND,NFD,V,370870,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17724,07/10/2024,2024,10,Individual,M,F,34,44,FD,FD,T,185580,NA,NA,NA,10,7,NA,MXN,Normal,NA
17725,07/10/2024,2024,10,Individual,M,F,50,50,NFND,FND,V,453630,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17715,07/10/2024,2024,10,Vida Conjunta,M,F,42,45,NFND,NFND,T,563510,NA,NA,NA,5,5,NA,MXN,Normal,NA
17722,07/10/2024,2024,10,Vida Conjunta,F,M,39,43,FND,FD,T,2821390,NA,NA,NA,25,25,NA,MXN,Normal,NA
17721,07/10/2024,2024,10,Vida Conjunta,F,M,32,28,NFD,FND,T,85440,NA,NA,NA,15,15,NA,MXN,Normal,NA
17720,07/10/2024,2024,10,Último Superviviente,F,M,21,21,NFD,NFD,T,707360,NA,NA,NA,10,10,NA,MXN,Normal,NA
17719,07/10/2024,2024,10,Individual,M,F,53,53,NFND,NFND,T,2374430,NA,NA,NA,10,10,NA,UDI,Normal,NA
17718,07/10/2024,2024,10,Individual,F,M,44,35,NFND,NFND,T,307790,NA,FIJO,0.037,15,4,NA,MXN,Normal,NA
17717,07/10/2024,2024,10,Último Superviviente,F,M,34,34,FND,FND,T,123950,NA,NA,NA,20,1,NA,MXN,Normal,NA
17716,07/10/2024,2024,10,Vida Conjunta,F,M,36,28,FND,NFND,T,1111830,NA,NA,NA,10,10,NA,MXN,Normal,NA
17723,07/10/2024,2024,10,Último Superviviente,M,F,38,39,FND,FD,DM,296140,296140,NA,NA,10,9,SI,MXN,Normal,NA
17714,07/10/2024,2024,10,Vida Conjunta,M,M,28,33,NFND,FND,V,109720,NA,FIJO,0.017,NA,20,NA,USD,Normal,NA
17713,07/10/2024,2024,10,Vida Conjunta,M,F,36,37,NFD,NFD,DM,312210,312210,NA,NA,15,6,SI,USD,Normal,NA
17744,08/10/2024,2024,10,Vida Conjunta,M,F,53,53,FND,FND,V,272980,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17745,08/10/2024,2024,10,Individual,M,F,51,51,NFND,NFND,DM,237750,237750,NA,NA,15,15,SI,MXN,Normal,NA
17743,08/10/2024,2024,10,Individual,M,M,37,27,NFND,NFND,T,888960,NA,NA,NA,5,5,NA,MXN,Normal,NA
17747,08/10/2024,2024,10,Individual,F,M,46,37,NFND,NFND,T,1567880,NA,VARIABLE,0.045,15,1,NA,MXN,Saldado,2025-10-08
17746,08/10/2024,2024,10,Individual,M,F,41,41,NFND,NFND,T,134520,NA,NA,NA,20,20,NA,MXN,Normal,NA
17742,08/10/2024,2024,10,Individual,M,F,26,26,NFND,NFD,T,353570,NA,NA,NA,15,2,NA,UDI,Normal,NA
17736,08/10/2024,2024,10,Individual,F,F,48,55,NFND,NFND,T,5221710,NA,NA,NA,15,15,NA,UDI,Normal,NA
17740,08/10/2024,2024,10,Vida Conjunta,M,M,42,43,FND,NFD,T,395690,NA,NA,NA,5,4,NA,USD,Normal,NA
17739,08/10/2024,2024,10,Individual,M,F,39,35,FND,NFND,T,314200,NA,NA,NA,10,1,NA,UDI,Normal,NA
17738,08/10/2024,2024,10,Individual,F,M,24,25,NFD,FD,T,287580,NA,VARIABLE,0.017,15,15,NA,MXN,Normal,NA
17737,08/10/2024,2024,10,Vida Conjunta,F,M,39,43,FND,NFD,V,455640,NA,NA,NA,NA,16,NA,MXN,Normal,NA
17741,08/10/2024,2024,10,Individual,F,F,35,40,FD,FD,DM,377870,Última,FIJO,0.038,15,10,SI,USD,Normal,NA
17748,09/10/2024,2024,10,Vida Conjunta,M,M,39,39,NFND,FD,T,365800,NA,NA,NA,5,3,NA,MXN,Normal,NA
17749,09/10/2024,2024,10,Vida Conjunta,F,M,30,23,NFD,FD,T,55690,NA,NA,NA,10,10,NA,MXN,Normal,NA
17750,09/10/2024,2024,10,Individual,F,F,49,49,NFND,NFND,V,54420,NA,NA,NA,NA,30,NA,MXN,Normal,NA
17751,09/10/2024,2024,10,Individual,M,F,44,44,NFND,NFD,DM,2085920,2085920,NA,NA,20,1,SI,MXN,Normal,NA
17752,09/10/2024,2024,10,Individual,M,F,53,53,NFND,NFND,V,219590,NA,NA,NA,NA,40,NA,MXN,Normal,NA
17753,09/10/2024,2024,10,Individual,M,F,32,32,FND,FD,T,1232810,NA,NA,NA,5,4,NA,MXN,Normal,NA
17754,09/10/2024,2024,10,Último Superviviente,M,F,41,40,NFD,NFD,DM,992390,992390,NA,NA,20,19,SI,MXN,Normal,NA
17755,09/10/2024,2024,10,Individual,F,M,43,35,FND,FND,T,51220,NA,NA,NA,20,20,NA,MXN,Normal,NA
17756,09/10/2024,2024,10,Vida Conjunta,F,F,47,44,NFND,NFD,DM,85660,85660,NA,NA,5,5,SI,USD,Normal,NA
17766,10/10/2024,2024,10,Individual,F,F,41,32,NFND,NFND,DM,398480,398480,NA,NA,10,6,SI,MXN,Normal,NA
17767,10/10/2024,2024,10,Último Superviviente,M,F,49,49,FD,NFD,V,2040490,NA,VARIABLE,0.036,NA,37,NA,MXN,Normal,NA
17765,10/10/2024,2024,10,Último Superviviente,M,M,33,39,NFND,NFND,T,1012390,NA,NA,NA,15,14,NA,MXN,Normal,NA
17769,10/10/2024,2024,10,Individual,F,M,33,33,FD,FD,T,145070,NA,NA,NA,15,6,NA,MXN,Normal,NA
17770,10/10/2024,2024,10,Individual,M,F,43,47,NFND,FND,DM,262100,262100,NA,NA,10,10,SI,MXN,Normal,NA
17768,10/10/2024,2024,10,Individual,F,F,45,40,NFND,NFND,DM,332640,332640,NA,NA,25,25,SI,MXN,Normal,NA
17764,10/10/2024,2024,10,Vida Conjunta,F,F,60,60,NFND,FND,V,977660,NA,NA,NA,NA,41,NA,MXN,Normal,NA
17760,10/10/2024,2024,10,Individual,F,M,51,42,NFND,FD,T,108700,NA,NA,NA,5,3,NA,USD,Normal,NA
17762,10/10/2024,2024,10,Individual,M,F,44,44,NFD,NFD,DM,56520,Última,FIJO,0.047,15,1,SI,MXN,Normal,NA
17761,10/10/2024,2024,10,Individual,M,F,47,47,FD,FD,V,311400,NA,NA,NA,NA,55,NA,MXN,Normal,NA
17763,10/10/2024,2024,10,Vida Conjunta,F,F,29,29,NFD,NFD,T,183270,NA,NA,NA,10,6,NA,MXN,Normal,NA
17759,10/10/2024,2024,10,Individual,M,F,40,49,NFND,NFND,DM,326400,Última,VARIABLE,0.039,20,20,SI,USD,Normal,NA
17758,10/10/2024,2024,10,Individual,M,F,52,52,NFND,NFND,V,1171970,NA,NA,NA,NA,35,NA,MXN,Normal,NA
17757,10/10/2024,2024,10,Vida Conjunta,F,M,41,37,FD,FD,T,1126890,NA,NA,NA,20,20,NA,MXN,Normal,NA
17782,11/10/2024,2024,10,Individual,F,F,53,53,NFD,NFD,V,1295260,NA,NA,NA,NA,42,NA,MXN,Normal,NA
17781,11/10/2024,2024,10,Vida Conjunta,F,M,28,28,FD,FND,T,580670,NA,NA,NA,15,1,NA,MXN,Normal,NA
17779,11/10/2024,2024,10,Individual,M,F,60,57,NFND,NFD,V,1317080,NA,NA,NA,NA,17,NA,MXN,Normal,NA
17778,11/10/2024,2024,10,Vida Conjunta,M,F,25,25,NFND,NFD,T,32280,NA,NA,NA,10,8,NA,UDI,Normal,NA
17777,11/10/2024,2024,10,Individual,M,M,37,47,NFND,FD,T,1399580,NA,NA,NA,25,25,NA,MXN,Normal,NA
17780,11/10/2024,2024,10,Individual,M,F,36,36,NFD,NFND,T,2235470,NA,NA,NA,15,8,NA,MXN,Normal,NA
17775,11/10/2024,2024,10,Individual,M,F,55,55,NFND,NFND,DM,540770,540770,NA,NA,10,2,SI,MXN,Normal,NA
17774,11/10/2024,2024,10,Vida Conjunta,M,M,56,60,NFD,NFD,DM,964880,964880,NA,NA,15,14,SI,MXN,Normal,NA
17773,11/10/2024,2024,10,Vida Conjunta,M,F,47,54,FND,FND,T,4780370,NA,NA,NA,20,20,NA,MXN,Normal,NA
17772,11/10/2024,2024,10,Individual,M,F,38,38,FD,NFD,T,212660,NA,NA,NA,10,10,NA,MXN,Normal,NA
17771,11/10/2024,2024,10,Individual,F,M,47,51,NFND,FD,DM,115500,115500,NA,NA,15,15,SI,MXN,Normal,NA
17776,11/10/2024,2024,10,Vida Conjunta,M,F,35,35,FND,FD,DM,530750,530750,NA,NA,10,10,SI,MXN,Normal,NA
17791,12/10/2024,2024,10,Vida Conjunta,F,M,33,23,NFD,FND,T,130680,NA,NA,NA,20,20,NA,UDI,Normal,NA
17790,12/10/2024,2024,10,Individual,M,F,43,33,FND,FND,T,3822540,NA,FIJO,0.021,15,3,NA,MXN,Normal,NA
17789,12/10/2024,2024,10,Individual,F,M,36,27,NFD,FD,V,656940,NA,NA,NA,NA,30,NA,MXN,Normal,NA
17788,12/10/2024,2024,10,Individual,M,F,58,48,NFND,NFND,V,2452160,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17786,12/10/2024,2024,10,Individual,M,F,43,43,FD,FD,V,212210,NA,NA,NA,NA,37,NA,MXN,Normal,NA
17785,12/10/2024,2024,10,Individual,F,M,50,50,NFND,FD,V,181070,NA,NA,NA,NA,26,NA,MXN,Normal,NA
17784,12/10/2024,2024,10,Individual,F,F,52,52,NFD,NFD,DM,248060,248060,NA,NA,5,4,SI,MXN,Normal,NA
17783,12/10/2024,2024,10,Vida Conjunta,M,F,47,42,NFND,NFND,T,257390,NA,NA,NA,5,1,NA,MXN,Normal,NA
17787,12/10/2024,2024,10,Individual,F,M,42,49,NFND,NFND,DM,915110,915110,NA,NA,25,25,SI,MXN,Normal,NA
17798,13/10/2024,2024,10,Individual,F,M,30,30,FND,FD,T,393120,NA,VARIABLE,0.045,15,15,NA,MXN,Normal,NA
17801,13/10/2024,2024,10,Individual,M,F,35,25,NFND,NFND,T,464110,NA,NA,NA,15,15,NA,MXN,Normal,NA
17800,13/10/2024,2024,10,Individual,M,M,38,38,NFD,NFD,DM,112440,Última,FIJO,0.039,5,2,SI,MXN,Normal,NA
17799,13/10/2024,2024,10,Vida Conjunta,M,F,44,53,NFD,NFD,T,1034370,NA,NA,NA,10,10,NA,MXN,Normal,NA
17797,13/10/2024,2024,10,Individual,M,F,24,24,NFD,FD,T,983570,NA,VARIABLE,0.035,20,11,NA,MXN,Normal,NA
17793,13/10/2024,2024,10,Vida Conjunta,M,M,52,52,NFND,NFND,DM,1157900,Última,FIJO,0.029,10,10,SI,MXN,Normal,NA
17795,13/10/2024,2024,10,Individual,M,M,30,23,FND,FND,T,358300,NA,NA,NA,25,21,NA,MXN,Normal,NA
17794,13/10/2024,2024,10,Individual,M,F,41,51,NFD,NFD,T,655660,NA,NA,NA,20,10,NA,MXN,Normal,NA
17792,13/10/2024,2024,10,Individual,F,M,26,22,NFD,NFD,T,386390,NA,NA,NA,20,20,NA,MXN,Normal,NA
17796,13/10/2024,2024,10,Vida Conjunta,F,F,37,37,FND,NFND,T,105770,NA,NA,NA,20,7,NA,USD,Normal,NA
17814,14/10/2024,2024,10,Individual,F,M,51,50,FD,FD,T,364060,NA,NA,NA,10,10,NA,MXN,Normal,NA
17813,14/10/2024,2024,10,Individual,M,F,48,48,FND,FND,T,535120,NA,NA,NA,15,15,NA,MXN,Normal,NA
17812,14/10/2024,2024,10,Individual,M,F,34,34,FND,FND,T,587720,NA,FIJO,0.036,20,6,NA,MXN,Normal,NA
17811,14/10/2024,2024,10,Individual,M,M,40,40,NFD,NFD,T,593630,NA,NA,NA,10,10,NA,MXN,Normal,NA
17809,14/10/2024,2024,10,Último Superviviente,F,M,35,44,NFND,NFND,DM,115980,115980,NA,NA,10,7,SI,MXN,Normal,NA
17808,14/10/2024,2024,10,Vida Conjunta,F,M,38,38,FND,FD,T,86950,NA,NA,NA,10,10,NA,MXN,Normal,NA
17810,14/10/2024,2024,10,Individual,M,F,28,22,NFND,FD,T,286120,NA,NA,NA,15,15,NA,MXN,Normal,NA
17806,14/10/2024,2024,10,Individual,M,F,34,39,FD,FD,T,6729460,NA,NA,NA,5,1,NA,MXN,Normal,NA
17805,14/10/2024,2024,10,Vida Conjunta,M,F,48,48,NFND,NFND,T,137400,NA,NA,NA,5,5,NA,MXN,Normal,NA
17804,14/10/2024,2024,10,Individual,M,F,36,44,FD,FD,T,3376820,NA,NA,NA,20,20,NA,MXN,Normal,NA
17803,14/10/2024,2024,10,Individual,F,F,44,39,NFD,NFD,T,8000000,NA,NA,NA,20,20,NA,MXN,Normal,NA
17802,14/10/2024,2024,10,Individual,F,F,31,41,NFD,NFND,T,2748270,NA,NA,NA,5,1,NA,MXN,Normal,NA
17807,14/10/2024,2024,10,Individual,F,F,33,33,NFD,NFD,T,134900,NA,NA,NA,15,7,NA,MXN,Normal,NA
17824,15/10/2024,2024,10,Individual,F,M,42,36,FD,FD,T,104040,NA,NA,NA,25,25,NA,MXN,Normal,NA
17829,15/10/2024,2024,10,Individual,F,F,42,35,FND,FD,T,405990,NA,NA,NA,10,10,NA,MXN,Normal,NA
17828,15/10/2024,2024,10,Individual,F,M,49,49,NFND,NFND,V,345560,NA,FIJO,0.049,NA,1,NA,MXN,Normal,NA
17830,15/10/2024,2024,10,Individual,F,M,39,49,NFND,NFND,DM,820920,820920,NA,NA,15,15,SI,MXN,Normal,NA
17827,15/10/2024,2024,10,Último Superviviente,M,F,44,40,FD,NFD,V,901670,NA,NA,NA,NA,61,NA,MXN,Normal,NA
17826,15/10/2024,2024,10,Individual,F,F,54,54,NFND,NFND,T,523210,NA,NA,NA,10,1,NA,MXN,Normal,NA
17825,15/10/2024,2024,10,Individual,F,M,47,40,FND,FND,V,280650,NA,NA,NA,NA,16,NA,MXN,Normal,NA
17823,15/10/2024,2024,10,Último Superviviente,M,M,49,45,FND,FND,V,242380,NA,NA,NA,NA,34,NA,MXN,Prórrogado,2054-10-15
17817,15/10/2024,2024,10,Individual,F,F,32,30,FD,FD,T,491040,NA,VARIABLE,0.035,10,1,NA,MXN,Normal,NA
17821,15/10/2024,2024,10,Individual,F,M,41,41,NFND,NFD,T,170010,NA,NA,NA,10,5,NA,MXN,Normal,NA
17820,15/10/2024,2024,10,Individual,M,M,36,36,FND,FD,T,2859010,NA,NA,NA,20,5,NA,MXN,Normal,NA
17819,15/10/2024,2024,10,Individual,M,F,47,53,NFD,NFD,V,805220,NA,NA,NA,NA,52,NA,MXN,Normal,NA
17818,15/10/2024,2024,10,Vida Conjunta,M,F,51,51,FND,FND,V,434920,NA,NA,NA,NA,20,NA,UDI,Normal,NA
17816,15/10/2024,2024,10,Individual,M,M,26,18,NFND,FND,T,250360,NA,NA,NA,5,1,NA,MXN,Normal,NA
17815,15/10/2024,2024,10,Vida Conjunta,M,F,39,38,FND,NFD,T,273450,NA,NA,NA,20,17,NA,MXN,Saldado,2038-10-15
17822,15/10/2024,2024,10,Individual,F,M,39,39,NFD,NFD,DM,335690,335690,NA,NA,20,20,SI,MXN,Normal,NA
17848,16/10/2024,2024,10,Vida Conjunta,M,M,39,45,NFND,NFND,T,1363980,NA,NA,NA,25,25,NA,MXN,Normal,NA
17847,16/10/2024,2024,10,Individual,M,F,33,30,NFND,FD,DM,773930,Última,FIJO,0.044,10,1,SI,USD,Normal,NA
17845,16/10/2024,2024,10,Individual,M,F,43,49,NFND,NFND,V,54210,NA,NA,NA,NA,39,NA,MXN,Normal,NA
17844,16/10/2024,2024,10,Último Superviviente,M,M,36,36,FND,NFND,T,195950,NA,NA,NA,10,10,NA,MXN,Normal,NA
17843,16/10/2024,2024,10,Vida Conjunta,M,F,46,54,FND,FND,V,68620,NA,NA,NA,NA,42,NA,MXN,Normal,NA
17842,16/10/2024,2024,10,Individual,M,F,30,33,FD,FD,T,1250070,NA,NA,NA,15,15,NA,MXN,Normal,NA
17841,16/10/2024,2024,10,Individual,F,M,52,52,FD,FND,V,105990,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17840,16/10/2024,2024,10,Último Superviviente,F,F,37,46,NFD,NFD,DM,526210,Última,FIJO,0.019,15,8,SI,MXN,Normal,NA
17846,16/10/2024,2024,10,Individual,F,F,38,38,NFND,FD,DM,272430,272430,NA,NA,20,20,SI,MXN,Normal,NA
17838,16/10/2024,2024,10,Individual,F,M,32,32,FND,NFD,T,318230,NA,NA,NA,5,4,NA,MXN,Normal,NA
17837,16/10/2024,2024,10,Individual,M,F,51,57,NFD,NFND,DM,443830,443830,NA,NA,5,5,SI,USD,Normal,NA
17836,16/10/2024,2024,10,Vida Conjunta,M,F,37,36,NFD,NFD,T,79810,NA,NA,NA,10,10,NA,MXN,Normal,NA
17835,16/10/2024,2024,10,Vida Conjunta,M,F,37,38,NFND,NFND,T,693360,NA,NA,NA,10,10,NA,MXN,Normal,NA
17834,16/10/2024,2024,10,Vida Conjunta,M,F,43,49,NFD,FD,T,219910,NA,FIJO,0.017,5,5,NA,USD,Normal,NA
17833,16/10/2024,2024,10,Individual,F,M,22,24,NFD,NFND,T,841220,NA,NA,NA,15,15,NA,UDI,Normal,NA
17832,16/10/2024,2024,10,Individual,F,M,44,44,NFD,FND,V,611020,NA,NA,NA,NA,37,NA,MXN,Normal,NA
17831,16/10/2024,2024,10,Vida Conjunta,M,F,38,40,NFND,NFD,T,1533630,NA,NA,NA,5,3,NA,MXN,Normal,NA
17839,16/10/2024,2024,10,Último Superviviente,M,F,60,63,NFND,NFND,V,528250,NA,NA,NA,NA,18,NA,MXN,Normal,NA
17863,17/10/2024,2024,10,Individual,F,M,42,43,NFND,NFND,T,412610,NA,NA,NA,20,7,NA,MXN,Normal,NA
17862,17/10/2024,2024,10,Vida Conjunta,F,M,46,46,FND,NFND,DM,140240,140240,NA,NA,15,1,SI,MXN,Normal,NA
17861,17/10/2024,2024,10,Individual,F,F,41,32,NFD,NFD,V,67620,NA,NA,NA,NA,63,NA,MXN,Normal,NA
17860,17/10/2024,2024,10,Vida Conjunta,F,M,28,25,NFND,NFND,DM,286300,286300,NA,NA,25,1,SI,MXN,Normal,NA
17859,17/10/2024,2024,10,Individual,F,M,42,48,NFD,FD,V,398850,NA,NA,NA,NA,60,NA,MXN,Normal,NA
17858,17/10/2024,2024,10,Individual,F,M,20,18,NFND,NFD,T,362090,NA,NA,NA,10,9,NA,MXN,Normal,NA
17857,17/10/2024,2024,10,Vida Conjunta,F,M,45,44,NFND,NFND,DM,3123570,3123570,NA,NA,10,10,SI,USD,Normal,NA
17854,17/10/2024,2024,10,Vida Conjunta,F,M,49,49,NFND,NFD,T,197950,NA,NA,NA,20,20,NA,MXN,Normal,NA
17855,17/10/2024,2024,10,Individual,M,F,38,38,FND,FND,DM,181000,181000,NA,NA,20,17,SI,MXN,Normal,NA
17853,17/10/2024,2024,10,Individual,F,M,31,24,NFND,NFND,T,524780,NA,NA,NA,10,10,NA,MXN,Normal,NA
17852,17/10/2024,2024,10,Individual,M,F,29,29,NFD,NFND,T,647570,NA,NA,NA,15,7,NA,MXN,Normal,NA
17851,17/10/2024,2024,10,Individual,F,F,33,36,FD,NFND,T,383300,NA,NA,NA,25,1,NA,MXN,Normal,NA
17850,17/10/2024,2024,10,Último Superviviente,M,M,39,39,NFD,FND,DM,377340,377340,NA,NA,5,1,SI,MXN,Normal,NA
17849,17/10/2024,2024,10,Individual,M,M,45,42,NFND,NFND,T,89340,NA,NA,NA,5,5,NA,USD,Normal,NA
17856,17/10/2024,2024,10,Último Superviviente,F,M,43,41,NFD,NFD,T,588780,NA,NA,NA,20,20,NA,MXN,Normal,NA
17871,18/10/2024,2024,10,Individual,M,F,59,59,FD,NFND,T,172780,NA,NA,NA,15,15,NA,UDI,Normal,NA
17875,18/10/2024,2024,10,Individual,M,F,54,54,NFND,NFD,V,5207600,NA,NA,NA,NA,1,NA,USD,Normal,NA
17874,18/10/2024,2024,10,Último Superviviente,M,F,31,31,NFD,FND,DM,123860,123860,NA,NA,5,5,SI,MXN,Normal,NA
17876,18/10/2024,2024,10,Individual,F,M,40,40,FD,NFND,DM,159960,159960,NA,NA,10,10,SI,UDI,Normal,NA
17872,18/10/2024,2024,10,Individual,M,F,34,28,FD,NFND,T,1104370,NA,NA,NA,25,17,NA,MXN,Normal,NA
17870,18/10/2024,2024,10,Vida Conjunta,M,M,40,40,NFD,NFD,DM,1723760,Última,FIJO,0.012,20,16,SI,MXN,Normal,NA
17873,18/10/2024,2024,10,Individual,F,F,44,44,NFD,NFND,T,177500,NA,NA,NA,10,4,NA,MXN,Normal,NA
17868,18/10/2024,2024,10,Individual,M,F,51,61,NFD,FD,T,167330,NA,NA,NA,10,10,NA,MXN,Normal,NA
17867,18/10/2024,2024,10,Individual,M,F,40,40,NFND,NFND,T,561960,NA,VARIABLE,0.036,20,20,NA,MXN,Normal,NA
17866,18/10/2024,2024,10,Individual,F,M,28,29,NFND,NFD,T,74110,NA,NA,NA,10,10,NA,MXN,Normal,NA
17865,18/10/2024,2024,10,Individual,M,F,50,50,FND,NFD,DM,871240,871240,NA,NA,10,2,SI,MXN,Normal,NA
17864,18/10/2024,2024,10,Individual,F,M,37,32,NFND,NFND,DM,448020,448020,NA,NA,25,25,SI,MXN,Normal,NA
17869,18/10/2024,2024,10,Individual,F,F,53,60,FND,FND,V,1989970,NA,NA,NA,NA,56,NA,UDI,Normal,NA
17889,19/10/2024,2024,10,Individual,M,F,37,37,NFND,NFND,DM,282090,282090,NA,NA,20,20,SI,MXN,Normal,NA
17888,19/10/2024,2024,10,Individual,F,F,36,29,NFND,NFND,V,128260,NA,VARIABLE,0.019,NA,33,NA,MXN,Normal,NA
17887,19/10/2024,2024,10,Vida Conjunta,F,F,40,36,NFD,NFND,V,484540,NA,NA,NA,NA,66,NA,MXN,Normal,NA
17886,19/10/2024,2024,10,Individual,F,F,34,39,FND,FND,DM,612540,Última,FIJO,0.04,15,5,SI,MXN,Normal,NA
17885,19/10/2024,2024,10,Individual,F,M,53,50,FND,NFD,V,521330,NA,NA,NA,NA,1,NA,MXN,Normal,NA
17884,19/10/2024,2024,10,Vida Conjunta,M,F,33,33,NFD,NFD,T,445920,NA,VARIABLE,0.043,15,1,NA,MXN,Normal,NA
17883,19/10/2024,2024,10,Último Superviviente,M,M,44,36,NFD,NFND,DM,339430,339430,NA,NA,20,20,SI,USD,Normal,NA
17882,19/10/2024,2024,10,Individual,M,F,35,35,NFND,NFND,T,184030,NA,FIJO,0.037,15,15,NA,MXN,Normal,NA
17881,19/10/2024,2024,10,Vida Conjunta,M,F,48,55,NFND,NFND,T,104810,NA,NA,NA,25,1,NA,MXN,Normal,NA
17880,19/10/2024,2024,10,Último Superviviente,F,F,48,46,NFND,FD,T,466760,NA,NA,NA,10,10,NA,MXN,Normal,NA
17879,19/10/2024,2024,10,Individual,F,F,40,37,NFND,NFND,DM,644860,644860,NA,NA,20,12,SI,MXN,Normal,NA
17878,19/10/2024,2024,10,Individual,M,F,33,33,NFND,FND,DM,184820,184820,NA,NA,20,20,SI,UDI,Normal,NA
17877,19/10/2024,2024,10,Vida Conjunta,F,F,43,38,NFND,NFD,T,320940,NA,NA,NA,5,1,NA,MXN,Normal,NA
